Code_commune_INSEE;Nom_commune;Code_postal;Prefix_codpos;Libelle_acheminement;Libelle_acheminement_len;Ligne_5;coordonnees_gps
52406;PRESSIGNY;52500;52;PRESSIGNY;9;;47.7590950974, 5.58361312095
52411;RIVES DERVOISES;52220;52;RIVES DERVOISES;15;LONGEVILLE SUR LA LAINES;48.4589686366, 4.78360005929
52413;RACHECOURT SUZEMONT;52130;52;RACHECOURT SUZEMONT;19;;48.5070439267, 4.95367156302
52415;RANCONNIERES;52140;52;RANCONNIERES;12;;47.9980544198, 5.51712697387
52420;REYNEL;52700;52;REYNEL;6;;48.2458514312, 5.38109938015
52426;RIZAUCOURT BUCHEY;52330;52;RIZAUCOURT BUCHEY;17;;48.2048643897, 4.94792776969
52429;ROCHES SUR MARNE;52410;52;ROCHES SUR MARNE;16;;48.5892998637, 5.03091312346
52433;ROMAIN SUR MEUSE;52150;52;ROMAIN SUR MEUSE;16;;48.1917177947, 5.60510608882
52437;ROUELLES;52160;52;ROUELLES;8;;47.7671949193, 5.06657816053
52440;ROUVROY SUR MARNE;52300;52;ROUVROY SUR MARNE;17;;48.4374713855, 5.14251151909
52445;ST BROINGT LE BOIS;52190;52;ST BROINGT LE BOIS;18;;47.6848375764, 5.28767145229
52446;ST BROINGT LES FOSSES;52190;52;ST BROINGT LES FOSSES;21;;47.6848375764, 5.28767145229
52447;ST CIERGUES;52200;52;ST CIERGUES;11;;47.8591837688, 5.27130634818
52452;ST MARTIN LES LANGRES;52200;52;ST MARTIN LES LANGRES;21;;47.8591837688, 5.27130634818
52464;SAULLES;52500;52;SAULLES;7;;47.7590950974, 5.58361312095
52465;SAULXURES;52140;52;SAULXURES;9;;47.9980544198, 5.51712697387
52472;SEXFONTAINES;52330;52;SEXFONTAINES;12;;48.2048643897, 4.94792776969
52482;SOULAUCOURT SUR MOUZON;52150;52;SOULAUCOURT SUR MOUZON;22;;48.1917177947, 5.60510608882
52487;THILLEUX;52220;52;THILLEUX;8;;48.4589686366, 4.78360005929
52491;THONNANCE LES MOULINS;52230;52;THONNANCE LES MOULINS;21;;48.4233848371, 5.31749003055
52491;THONNANCE LES MOULINS;52230;52;THONNANCE LES MOULINS;21;BRESSONCOURT;48.4233848371, 5.31749003055
52502;VALLERET;52130;52;VALLERET;8;;48.5070439267, 4.95367156302
52513;VELLES;52500;52;VELLES;6;;47.7590950974, 5.58361312095
36024;BRETAGNE;36110;36;BRETAGNE;8;;46.9845451147, 1.63646999147
36027;BRIVES;36100;36;BRIVES;6;;46.9136389585, 1.94621572465
36038;CHAMPILLET;36160;36;CHAMPILLET;10;;46.4858290866, 2.08252960228
36046;LA CHATRE;36400;36;LA CHATRE;9;;46.617388084, 2.03841193253
36049;CHAZELET;36170;36;CHAZELET;8;;46.4602906309, 1.42619618028
32205;LAVERAET;32230;32;LAVERAET;8;;43.5313710176, 0.169580700883
32217;LOUSLITGES;32230;32;LOUSLITGES;10;;43.5313710176, 0.169580700883
32223;MAGNAS;32380;32;MAGNAS;6;;43.8771128365, 0.804829887513
32226;MANAS BASTANOUS;32170;32;MANAS BASTANOUS;15;;43.4165433262, 0.322064626394
32229;MANSEMPUY;32120;32;MANSEMPUY;9;;43.7655938079, 0.834645991651
32248;MAUROUX;32380;32;MAUROUX;7;;43.8771128365, 0.804829887513
32281;MONT DE MARRAST;32170;32;MONT DE MARRAST;15;;43.4165433262, 0.322064626394
32330;PRECHAC SUR ADOUR;32160;32;PRECHAC SUR ADOUR;17;;43.604151697, 0.0669444128957
32335;PUYCASQUIER;32120;32;PUYCASQUIER;11;;43.7655938079, 0.834645991651
32358;ST ANTOINE;32340;32;ST ANTOINE;10;;44.0062231995, 0.758360885722
32371;ST CREAC;32380;32;ST CREAC;8;;43.8771128365, 0.804829887513
32400;ST ORENS POUY PETIT;32100;32;ST ORENS POUY PETIT;19;;43.9542335507, 0.383298754083
32415;SARRAGUZAN;32170;32;SARRAGUZAN;10;;43.4165433262, 0.322064626394
32426;SEISSAN;32260;32;SEISSAN;7;;43.4999610882, 0.608034644011
32429;SEMPESSERRE;32700;32;SEMPESSERRE;11;;43.9633958924, 0.606892628428
32434;SION;32110;32;SION;4;;43.7607594505, -0.0566322303434
32450;TOURDUN;32230;32;TOURDUN;7;;43.5313710176, 0.169580700883
32462;VIC FEZENSAC;32190;32;VIC FEZENSAC;12;;43.7476319367, 0.263185282539
32463;VIELLA;32400;32;VIELLA;6;;43.6464235106, -0.124926948172
33001;ABZAC;33230;33;ABZAC;5;;45.0646115139, -0.106402180132
33011;ARES;33740;33;ARES;4;;44.7952398157, -1.07874990703
33014;LES ARTIGUES DE LUSSAC;33570;33;LES ARTIGUES DE LUSSAC;22;;44.952442946, -0.0837974329549
33047;BERSON;33390;33;BERSON;6;;45.1614457931, -0.635053100817
33085;CAMBLANES ET MEYNAC;33360;33;CAMBLANES ET MEYNAC;19;;44.7832045247, -0.471864525744
33116;CAZATS;33430;33;CAZATS;6;;44.4153126587, -0.214072463559
33120;CERONS;33720;33;CERONS;6;;44.5870525693, -0.418776559609
33137;COURS LES BAINS;33690;33;COURS LES BAINS;15;;44.4083889583, -0.0564434603263
33164;FARGUES;33210;33;FARGUES;7;;44.533795688, -0.265938540556
33168;FLAUJAGUES;33350;33;FLAUJAGUES;10;;44.8382967772, -0.0394858773529
33196;GUILLAC;33420;33;GUILLAC;7;;44.8153899844, -0.202738807758
33216;LADOS;33124;33;LADOS;5;;44.4949299711, -0.111989518099
33222;LALANDE DE POMEROL;33500;33;LALANDE DE POMEROL;18;;44.9225723992, -0.234534859794
33227;LANGON;33210;33;LANGON;6;;44.533795688, -0.265938540556
33229;LANTON;33138;33;LANTON;6;TAUSSAT;44.7747400288, -0.9772534872
33231;LAROQUE;33410;33;LAROQUE;7;;44.6407642381, -0.28112902965
33232;LARTIGUE;33840;33;LARTIGUE;8;;44.2832393972, -0.225943636263
33235;LAVAZAN;33690;33;LAVAZAN;7;;44.4083889583, -0.0564434603263
33236;LEGE CAP FERRET;33950;33;LEGE CAP FERRET;15;LE CANON;44.7600136809, -1.19365601812
33236;LEGE CAP FERRET;33970;33;LEGE CAP FERRET;15;CAP FERRET;44.7600136809, -1.19365601812
33238;LEOGNAN;33850;33;LEOGNAN;7;;44.7191235414, -0.614773168844
33243;LIBOURNE;33500;33;LIBOURNE;8;;44.9225723992, -0.234534859794
33246;LIGUEUX;33220;33;LIGUEUX;7;;44.8116133881, 0.20923854264
33247;LISTRAC DE DUREZE;33790;33;LISTRAC DE DUREZE;17;;44.7424178003, 0.068414061139
33266;MARCENAIS;33620;33;MARCENAIS;9;;45.1008048463, -0.357080574095
33284;MIOS;33380;33;MIOS;4;;44.6379766887, -0.903316939902
33284;MIOS;33380;33;MIOS;4;CAUDOS;44.6379766887, -0.903316939902
33290;MONTAGNE;33570;33;MONTAGNE;8;;44.952442946, -0.0837974329549
33291;MONTAGOUDIN;33190;33;MONTAGOUDIN;11;;44.5792868771, -0.0315200692502
33304;NEUFFONS;33580;33;NEUFFONS;8;;44.6539394412, 0.0759400504492
33305;LE NIZAN;33430;33;LE NIZAN;8;;44.4153126587, -0.214072463559
33308;OMET;33410;33;OMET;4;;44.6407642381, -0.28112902965
33319;PESSAC SUR DORDOGNE;33890;33;PESSAC SUR DORDOGNE;19;;44.8028271638, 0.0747439245275
33323;LE PIAN SUR GARONNE;33490;33;LE PIAN SUR GARONNE;19;;44.5991955502, -0.193698666219
33324;PINEUILH;33220;33;PINEUILH;8;;44.8116133881, 0.20923854264
33325;PLASSAC;33390;33;PLASSAC;7;;45.1614457931, -0.635053100817
33341;PUGNAC;33710;33;PUGNAC;6;;45.0625435802, -0.557284845393
33344;PUJOLS;33350;33;PUJOLS;6;;44.8382967772, -0.0394858773529
33362;SABLONS;33910;33;SABLONS;7;;45.0105217731, -0.219646911513
33366;ST ANDRE DE CUBZAC;33240;33;ST ANDRE DE CUBZAC;18;;44.9990310815, -0.398251913536
33369;ST ANDRE ET APPELLES;33220;33;ST ANDRE ET APPELLES;20;;44.8116133881, 0.20923854264
33389;ST CIERS SUR GIRONDE;33820;33;ST CIERS SUR GIRONDE;20;;45.2723734342, -0.625370520249
33390;STE COLOMBE;33350;33;STE COLOMBE;11;;44.8382967772, -0.0394858773529
33392;STE CROIX DU MONT;33410;33;STE CROIX DU MONT;17;;44.6407642381, -0.28112902965
33397;STE EULALIE;33560;33;STE EULALIE;11;;44.9021503344, -0.484694308207
33401;STE FLORENCE;33350;33;STE FLORENCE;12;;44.8382967772, -0.0394858773529
33411;ST GERMAIN DE GRAVE;33490;33;ST GERMAIN DE GRAVE;19;;44.5991955502, -0.193698666219
33419;ST HILAIRE DU BOIS;33540;33;ST HILAIRE DU BOIS;18;;44.6952365542, -0.0876801263144
33421;ST JEAN DE BLAIGNAC;33420;33;ST JEAN DE BLAIGNAC;19;;44.8153899844, -0.202738807758
33422;ST JEAN D ILLAC;33127;33;ST JEAN D ILLAC;15;;44.8025911594, -0.815024099624
33431;ST LEON;33670;33;ST LEON;7;;44.774149255, -0.344903614782
33435;ST MACAIRE;33490;33;ST MACAIRE;10;;44.5991955502, -0.193698666219
33439;ST MARIENS;33620;33;ST MARIENS;10;;45.1008048463, -0.357080574095
33442;ST MARTIN DE LAYE;33910;33;ST MARTIN DE LAYE;17;;45.0105217731, -0.219646911513
33448;ST MEDARD D EYRANS;33650;33;ST MEDARD D EYRANS;18;;44.6443906154, -0.568095074709
33452;ST MICHEL DE RIEUFRET;33720;33;ST MICHEL DE RIEUFRET;21;;44.5870525693, -0.418776559609
33470;ST ROMAIN LA VIRVEE;33240;33;ST ROMAIN LA VIRVEE;19;;44.9990310815, -0.398251913536
33471;ST SAUVEUR;33250;33;ST SAUVEUR;10;;45.1927076344, -0.786704253208
33472;ST SAUVEUR DE PUYNORMAND;33660;33;ST SAUVEUR DE PUYNORMAND;24;;45.0164710612, 0.00672455468226
33474;ST SELVE;33650;33;ST SELVE;8;;44.6443906154, -0.568095074709
33475;ST SEURIN DE BOURG;33710;33;ST SEURIN DE BOURG;18;;45.0625435802, -0.557284845393
33477;ST SEURIN DE CURSAC;33390;33;ST SEURIN DE CURSAC;19;;45.1614457931, -0.635053100817
33485;STE TERRE;33350;33;STE TERRE;9;;44.8382967772, -0.0394858773529
33489;ST VIVIEN DE BLAYE;33920;33;ST VIVIEN DE BLAYE;18;;45.1522885128, -0.47893297099
33494;SALAUNES;33160;33;SALAUNES;8;;44.9057111601, -0.79310499686
33501;SAUCATS;33650;33;SAUCATS;7;;44.6443906154, -0.568095074709
33512;SIGALENS;33690;33;SIGALENS;8;;44.4083889583, -0.0564434603263
33517;SOUSSANS;33460;33;SOUSSANS;8;;45.0421124486, -0.686561084632
33520;TAILLECAVAT;33580;33;TAILLECAVAT;11;;44.6539394412, 0.0759400504492
33524;TARNES;33240;33;TARNES;6;;44.9990310815, -0.398251913536
33526;TAYAC;33570;33;TAYAC;5;;44.952442946, -0.0837974329549
33531;TIZAC DE CURTON;33420;33;TIZAC DE CURTON;15;;44.8153899844, -0.202738807758
33534;LE TOURNE;33550;33;LE TOURNE;9;;44.7161292323, -0.362078862406
33535;TRESSES;33370;33;TRESSES;7;;44.8448177723, -0.436978592688
33549;VILLENAVE DE RIONS;33550;33;VILLENAVE DE RIONS;18;;44.7161292323, -0.362078862406
33551;VILLENEUVE;33710;33;VILLENEUVE;10;;45.0625435802, -0.557284845393
61315;OMMEEL;61160;61;OMMEEL;6;;48.8349522654, 0.0329751548696
61325;LA PERRIERE;61360;61;LA PERRIERE;11;;48.4241783634, 0.439705052972
61329;LE PIN LA GARENNE;61400;61;LE PIN LA GARENNE;17;;48.4945116635, 0.586458131238
61332;POINTEL;61220;61;POINTEL;7;;48.6912403001, -0.398336415364
61333;PONTCHARDON;61120;61;PONTCHARDON;11;;48.8979629292, 0.218290083963
61336;POUVRAI;61130;61;POUVRAI;7;;48.3285954203, 0.552655257465
61339;PUTANGES LE LAC;61210;61;PUTANGES LE LAC;15;CHENEDOUIT;48.7855684657, -0.252751523402
61342;RAI;61270;61;RAI;3;;48.7128046725, 0.565898485852
61347;RESENLIEU;61230;61;RESENLIEU;9;;48.8021737548, 0.315026116316
61357;ROUPERROUX;61320;61;ROUPERROUX;10;;48.5604345646, -0.127275298699
61358;SAI;61200;61;SAI;3;;48.7402057264, -0.0318411062573
61361;ST ANDRE DE BRIOUZE;61220;61;ST ANDRE DE BRIOUZE;19;;48.6912403001, -0.398336415364
61363;ST AQUILIN DE CORBION;61380;61;ST AQUILIN DE CORBION;21;;48.6465591263, 0.503213042824
61375;BOISCHAMPRE;61570;61;BOISCHAMPRE;11;VRIGNY;48.6574688891, 0.0273677647898
61382;ST DENIS SUR SARTHON;61420;61;ST DENIS SUR SARTHON;20;;48.4829812527, -0.0377038824512
61391;ST GEORGES DES GROSEILLERS;61100;61;ST GEORGES DES GROSEILLERS;26;;48.7672025982, -0.554045579271
61403;ST HILAIRE LA GERARD;61500;61;ST HILAIRE LA GERARD;20;;48.5847584341, 0.153667553772
61404;ST HILAIRE LE CHATEL;61400;61;ST HILAIRE LE CHATEL;20;;48.4945116635, 0.586458131238
61408;STE HONORINE LA GUILLAUME;61210;61;STE HONORINE LA GUILLAUME;25;;48.7855684657, -0.252751523402
61421;ST MARS D EGRENNE;61350;61;ST MARS D EGRENNE;17;;48.5245489295, -0.754028854445
61426;ST MARTIN DU VIEUX BELLEME;61130;61;ST MARTIN DU VIEUX BELLEME;26;;48.3285954203, 0.552655257465
61436;STE OPPORTUNE;61100;61;STE OPPORTUNE;13;;48.7672025982, -0.554045579271
61438;ST OUEN DE SECHEROUVRE;61560;61;ST OUEN DE SECHEROUVRE;22;;48.5537454503, 0.466186712804
61440;ST OUEN SUR ITON;61300;61;ST OUEN SUR ITON;16;;48.7504901636, 0.660134784459
61445;ST PIERRE D ENTREMONT;61800;61;ST PIERRE D ENTREMONT;21;;48.7506646521, -0.721947401211
61447;ST PIERRE DU REGARD;61790;61;ST PIERRE DU REGARD;19;;48.8337910977, -0.541339755548
61454;STE SCOLASSE SUR SARTHE;61170;61;STE SCOLASSE SUR SARTHE;23;;48.5356113416, 0.35155128449
61459;SAIRES LA VERRERIE;61220;61;SAIRES LA VERRERIE;18;;48.6912403001, -0.398336415364
61463;LES MONTS D ANDAINE;61600;61;LES MONTS D ANDAINE;19;ST MAURICE DU DESERT;48.5956941307, -0.336692342986
61491;TOUROUVRE AU PERCHE;61190;61;TOUROUVRE AU PERCHE;19;AUTHEUIL;48.6388542331, 0.724411642307
61497;VALFRAMBERT;61250;61;VALFRAMBERT;11;;48.4708532437, 0.079807061748
62010;AFFRINGUES;62380;62;AFFRINGUES;10;;50.6840669393, 2.07902625888
62012;AGNIERES;62690;62;AGNIERES;8;;50.3542191468, 2.57464330494
62015;AIRON NOTRE DAME;62180;62;AIRON NOTRE DAME;16;;50.3891048525, 1.66885337688
62038;ARDRES;62610;62;ARDRES;6;PONT D ARDRES;50.8468659582, 1.97558955191
62044;ATTIN;62170;62;ATTIN;5;;50.4710403377, 1.76751001891
62056;AUDRESSELLES;62164;62;AUDRESSELLES;12;;50.8206720031, 1.61493156182
62065;AVION;62210;62;AVION;5;;50.4040022162, 2.8267043766
62067;AVROULT;62560;62;AVROULT;7;;50.5970604267, 2.09973187161
60303;HAUTBOS;60210;60;HAUTBOS;7;;49.6663772871, 1.94666817033
60305;HAUTEFONTAINE;60350;60;HAUTEFONTAINE;13;;49.3928570871, 3.00399957005
60338;LACROIX ST OUEN;60610;60;LACROIX ST OUEN;15;;49.3555662347, 2.79523425007
60362;LIBERMONT;60640;60;LIBERMONT;9;;49.6645543182, 3.0328474827
60363;LIERVILLE;60240;60;LIERVILLE;9;;49.2430055349, 1.88749117657
60364;LIEUVILLERS;60130;60;LIEUVILLERS;11;;49.4932409346, 2.41854119778
60375;MAIMBEVILLE;60600;60;MAIMBEVILLE;11;;49.4052306567, 2.4291636513
61473;SEVRAI;61150;61;SEVRAI;6;;48.689271735, -0.160878678155
61482;TESSE FROULAY;61410;61;TESSE FROULAY;13;;48.5523953273, -0.396121387013
61484;VAL AU PERCHE;61130;61;VAL AU PERCHE;13;GEMAGES;48.3285954203, 0.552655257465
61486;TINCHEBRAY BOCAGE;61800;61;TINCHEBRAY BOCAGE;17;LARCHAMP;48.7506646521, -0.721947401211
61487;TORCHAMP;61330;61;TORCHAMP;8;;48.5202783735, -0.60354646707
61493;LA TRINITE DES LAITIERS;61230;61;LA TRINITE DES LAITIERS;23;;48.8021737548, 0.315026116316
62013;AGNY;62217;62;AGNY;4;;50.2562136643, 2.77775828348
62028;AMES;62190;62;AMES;4;;50.5605461627, 2.45255498866
62031;ANDRES;62340;62;ANDRES;6;;50.8632639291, 1.85585116959
62038;ARDRES;62610;62;ARDRES;6;;50.8468659582, 1.97558955191
62041;ARRAS;62000;62;ARRAS;5;;50.2836206213, 2.74077726899
62043;LES ATTAQUES;62730;62;LES ATTAQUES;12;;50.9324891449, 1.94466017116
62051;AUCHY LES MINES;62138;62;AUCHY LES MINES;15;;50.5179062037, 2.8111923561
62054;AUDINGHEN;62179;62;AUDINGHEN;9;;50.8769884551, 1.66495996056
66127;OPOUL PERILLOS;66600;66;OPOUL PERILLOS;14;PERILLOS;42.823790182, 2.85249357966
66144;POLLESTRES;66450;66;POLLESTRES;10;;42.6375616421, 2.87296407789
66146;PORTA;66760;66;PORTA;5;;42.529853625, 1.88244729389
66150;PRATS DE MOLLO LA PRESTE;66230;66;PRATS DE MOLLO LA PRESTE;24;;42.4105505253, 2.4745003861
66151;PRATS DE SOURNIA;66730;66;PRATS DE SOURNIA;16;;42.7269198784, 2.42944272703
66157;RAILLEU;66360;66;RAILLEU;7;;42.5209354388, 2.25593024652
66158;RASIGUERES;66720;66;RASIGUERES;10;;42.7715205784, 2.65389053936
66167;SAILLAGOUSE;66800;66;SAILLAGOUSE;11;;42.4383838343, 2.06806880933
66173;ST FELIU D AMONT;66170;66;ST FELIU D AMONT;16;;42.6894398344, 2.7011687182
66187;ST PAUL DE FENOUILLET;66220;66;ST PAUL DE FENOUILLET;21;;42.7994340681, 2.45499365405
66196;SOREDE;66690;66;SOREDE;6;;42.522189398, 2.97653046487
66222;VERNET LES BAINS;66820;66;VERNET LES BAINS;16;;42.5365726469, 2.40581074719
67003;ALBE;67220;67;ALBE;4;;48.3397350207, 7.28306516568
67019;BALDENHEIM;67600;67;BALDENHEIM;10;;48.2649373964, 7.48992697623
67044;BISCHHOLTZ;67340;67;BISCHHOLTZ;10;;48.9008090946, 7.47211174542
67061;BOUXWILLER;67330;67;BOUXWILLER;10;GRIESBACH LE BASTBERG;48.8220828424, 7.43331239388
67065;BREUSCHWICKERSHEIM;67112;67;BREUSCHWICKERSHEIM;18;;48.5780719523, 7.59902262711
67066;LA BROQUE;67570;67;LA BROQUE;9;LA CLAQUETTE;48.4582864667, 7.17805256783
67074;CLEEBOURG;67160;67;CLEEBOURG;9;;48.9935225292, 7.97087755177
67079;CROETTWILLER;67470;67;CROETTWILLER;12;;48.9168839314, 8.09476265235
67084;DAMBACH LA VILLE;67650;67;DAMBACH LA VILLE;16;;48.324457641, 7.42491338071
67094;DIEFFENTHAL;67650;67;DIEFFENTHAL;11;;48.324457641, 7.42491338071
67099;DOMFESSEL;67430;67;DOMFESSEL;9;;48.9548224846, 7.19760036283
67104;DRACHENBRONN BIRLENBACH;67160;67;DRACHENBRONN BIRLENBACH;23;BIRLENBACH;48.9935225292, 7.97087755177
67105;DRULINGEN;67320;67;DRULINGEN;9;;48.8529656934, 7.17568129629
67106;DRUSENHEIM;67410;67;DRUSENHEIM;10;;48.7592655798, 7.93844896639
67119;ECKWERSHEIM;67550;67;ECKWERSHEIM;11;;48.6731828077, 7.72554052263
67122;WANGENBOURG ENGENTHAL;67710;67;WANGENBOURG ENGENTHAL;21;WANGENBOURG;48.6210040499, 7.30576868446
67125;EPFIG;67680;67;EPFIG;5;;48.3522236097, 7.46155942515
67135;ETTENDORF;67350;67;ETTENDORF;9;;48.8437239093, 7.60701636897
67137;FEGERSHEIM;67640;67;FEGERSHEIM;10;;48.4903746121, 7.67506089743
67138;FESSENHEIM LE BAS;67117;67;FESSENHEIM LE BAS;17;;48.6157135687, 7.57861497151
67146;FRIESENHEIM;67860;67;FRIESENHEIM;11;;48.3174289749, 7.68184154693
67147;FROESCHWILLER;67360;67;FROESCHWILLER;13;;48.9315842812, 7.75558700625
67153;GEISWILLER;67270;67;GEISWILLER;10;;48.7485075734, 7.5652768188
67155;GERTWILLER;67140;67;GERTWILLER;10;;48.3961898331, 7.41157296481
67156;GEUDERTHEIM;67170;67;GEUDERTHEIM;11;;48.7372742925, 7.70176270666
67164;GOXWILLER;67210;67;GOXWILLER;9;;48.4477372351, 7.50825704753
67174;GUMBRECHTSHOFFEN;67110;67;GUMBRECHTSHOFFEN;16;;48.9564241197, 7.64420401079
67176;GUNDERSHOFFEN;67110;67;GUNDERSHOFFEN;13;GRIESBACH;48.9564241197, 7.64420401079
15056;CRANDELLES;15250;15;CRANDELLES;10;;44.9842780771, 2.39985714548
15060;DEUX VERGES;15110;15;DEUX VERGES;11;;44.8097655947, 2.98800839206
15067;LE FAU;15140;15;LE FAU;6;;45.1182699241, 2.47506456811
15072;FREIX ANGLARDS;15310;15;FREIX ANGLARDS;14;;45.0470485491, 2.40091577072
15079;JALEYRAC;15200;15;JALEYRAC;8;;45.2469502438, 2.33762275739
15091;LANDEYRAT;15160;15;LANDEYRAT;9;;45.252065959, 2.92878213054
15094;LAROQUEBROU;15150;15;LAROQUEBROU;11;;44.9867545423, 2.19192867808
15100;LAVEISSENET;15300;15;LAVEISSENET;11;;45.1198274459, 2.83644430028
15101;LAVEISSIERE;15300;15;LAVEISSIERE;11;LE LIORAN;45.1198274459, 2.83644430028
15101;LAVEISSIERE;15300;15;LAVEISSIERE;11;SUPER LIORAN;45.1198274459, 2.83644430028
15105;LEYVAUX;43450;43;LEYVAUX;7;;45.3173196372, 3.16251134562
15107;LORCIERES;15320;15;LORCIERES;9;;44.9755512909, 3.25916489345
15108;VAL D ARCOMIE;15320;15;VAL D ARCOMIE;13;LOUBARESSE;44.9755512909, 3.25916489345
15113;MANDAILLES ST JULIEN;15590;15;MANDAILLES ST JULIEN;20;ST JULIEN DE JORDANNE;45.0490320322, 2.61650882342
15127;MOLOMPIZE;15500;15;MOLOMPIZE;9;;45.1978770192, 3.16534368935
15134;MONTSALVY;15120;15;MONTSALVY;9;;44.7320894244, 2.47797007542
15140;NAUCELLES;15250;15;NAUCELLES;9;;44.9842780771, 2.39985714548
15141;NEUSSARGUES MOISSAC;15170;15;NEUSSARGUES MOISSAC;19;;45.1501301275, 3.01356620883
15142;NEUVEGLISE;15260;15;NEUVEGLISE;10;;44.930379785, 2.97483208251
15153;PLEAUX;15700;15;PLEAUX;6;ST CHRISTOPHE LES GORGES;45.1474212799, 2.26638957361
15156;PRUNET;15130;15;PRUNET;6;;44.8791705563, 2.49073265119
15158;RAGEADE;15500;15;RAGEADE;7;;45.1978770192, 3.16534368935
15159;RAULHAC;15800;15;RAULHAC;7;;44.9795584262, 2.65717036183
15160;REILHAC;15250;15;REILHAC;7;;44.9842780771, 2.39985714548
15169;SAIGNES;15240;15;SAIGNES;7;;45.3190218955, 2.49287425953
15172;ST ANTOINE;15220;15;ST ANTOINE;10;;44.8209308768, 2.34473285638
15176;ST CHAMANT;15140;15;ST CHAMANT;10;;45.1182699241, 2.47506456811
15181;ST CONSTANT FOURNOULES;15600;15;ST CONSTANT FOURNOULES;22;FOURNOULES;44.7318470612, 2.22537453682
15184;ST ETIENNE DE MAURS;15600;15;ST ETIENNE DE MAURS;19;;44.7318470612, 2.22537453682
15201;ST MARTIN SOUS VIGOUROUX;15230;15;ST MARTIN SOUS VIGOUROUX;24;;44.9549425633, 2.81230207909
15208;ST PROJET DE SALERS;15140;15;ST PROJET DE SALERS;19;;45.1182699241, 2.47506456811
15216;ST URCIZE;15110;15;ST URCIZE;9;;44.8097655947, 2.98800839206
15219;SALERS;15140;15;SALERS;6;;45.1182699241, 2.47506456811
15220;SALINS;15200;15;SALINS;6;;45.2469502438, 2.33762275739
15223;SAUVAT;15240;15;SAUVAT;6;;45.3190218955, 2.49287425953
15224;LA SEGALASSIERE;15290;15;LA SEGALASSIERE;15;;44.8596655037, 2.18395827378
15228;SIRAN;15150;15;SIRAN;5;;44.9867545423, 2.19192867808
15232;TANAVELLE;15100;15;TANAVELLE;9;;45.0331283869, 3.1188217924
15234;TEISSIERES LES BOULIES;15130;15;TEISSIERES LES BOULIES;22;;44.8791705563, 2.49073265119
15235;LES TERNES;15100;15;LES TERNES;10;;45.0331283869, 3.1188217924
15246;VALETTE;15400;15;VALETTE;7;;45.2494220056, 2.64495164445
15253;VERNOLS;15160;15;VERNOLS;7;;45.252065959, 2.92878213054
15260;VIEILLEVIE;15120;15;VIEILLEVIE;10;;44.7320894244, 2.47797007542
15266;YOLET;15130;15;YOLET;5;;44.8791705563, 2.49073265119
15267;YTRAC;15000;15;YTRAC;5;;44.9195092273, 2.3987245584
16002;LES ADJOTS;16700;16;LES ADJOTS;10;;46.0168761938, 0.246377896211
16007;ALLOUE;16490;16;ALLOUE;6;;46.0379756155, 0.534996364854
16027;BARBEZIERES;16140;16;BARBEZIERES;11;;45.909751558, 0.0012445152135
16039;BERNAC;16700;16;BERNAC;6;;46.0168761938, 0.246377896211
16041;BESSAC;16250;16;BESSAC;6;;45.4908805694, 0.0542614769759
16048;BOISBRETEAU;16480;16;BOISBRETEAU;11;;45.3370544203, -0.0749476623622
16055;BOUEX;16410;16;BOUEX;5;;45.5802617631, 0.262465806188
16059;BRETTES;16240;16;BRETTES;7;;46.0204608634, 0.0623105228243
16060;BREVILLE;16370;16;BREVILLE;8;;45.7599366195, -0.346092589002
16064;BRIGUEUIL;16420;16;BRIGUEUIL;9;;45.9795586086, 0.838157166739
16069;CELLETTES;16230;16;CELLETTES;9;;45.8751948402, 0.196573119721
16076;CHAMPAGNE MOUTON;16350;16;CHAMPAGNE MOUTON;16;;46.0026796131, 0.417821103599
16078;CHAMPNIERS;16430;16;CHAMPNIERS;10;;45.7168170917, 0.172931779313
16083;CHARME;16140;16;CHARME;6;;45.909751558, 0.0012445152135
16112;COURLAC;16210;16;COURLAC;7;;45.2719672367, 0.0511310562847
16121;DOUZAT;16290;16;DOUZAT;6;;45.681734469, 0.0127639877624
16122;EBREON;16140;16;EBREON;6;;45.909751558, 0.0012445152135
16127;EMPURE;16240;16;EMPURE;6;;46.0204608634, 0.0623105228243
16131;ESSE;16500;16;ESSE;4;;46.0339142008, 0.700300422302
16140;FONTCLAIREAU;16230;16;FONTCLAIREAU;12;;45.8751948402, 0.196573119721
16148;GENAC BIGNAC;16170;16;GENAC BIGNAC;12;;45.7890325838, -0.0524231030464
16152;GIMEUX;16130;16;GIMEUX;6;;45.6120386685, -0.269770541353
16173;JUILLE;16230;16;JUILLE;6;;45.8751948402, 0.196573119721
16174;JULIENNE;16200;16;JULIENNE;8;;45.7157731046, -0.184252292746
16175;VAL DES VIGNES;16250;16;VAL DES VIGNES;14;MAINFONDS;45.4908805694, 0.0542614769759
16177;LADIVILLE;16120;16;LADIVILLE;9;;45.5885415594, -0.0877285349114
16188;LE LINDOIS;16310;16;LE LINDOIS;10;;45.7776101174, 0.580262251026
16192;ROUMAZIERES LOUBERT;16270;16;ROUMAZIERES LOUBERT;19;;45.8834000837, 0.571194894473
16198;MAGNAC LAVALETTE VILLARS;16320;16;MAGNAC LAVALETTE VILLARS;24;;45.4895091736, 0.297130161872
16208;MAREUIL;16170;16;MAREUIL;7;;45.7890325838, -0.0524231030464
